142;2129;19;142;[142, 255, 131, 255, 89, 255, 217, 0, 174, 255, 73, 255, 143, 255, 145, 255, 59, 0, 142]
255;2130;17;0;[255, 131, 255, 89, 255, 217, 0, 174, 255, 73, 255, 143, 255, 145, 255, 59, 0]
255;2130;6;217;[255, 131, 255, 89, 255, 217]
59;2145;14;174;[59, 0, 142, 255, 131, 255, 85, 255, 175, 1, 67, 29, 0, 174]
67;2155;10;161;[67, 29, 0, 174, 255, 73, 255, 77, 255, 161]
255;2159;7;52;[255, 73, 255, 77, 255, 161, 52]
59;2185;14;174;[59, 0, 142, 255, 131, 255, 85, 255, 175, 1, 67, 29, 0, 174]
255;2210;9;73;[255, 131, 255, 175, 7, 101, 174, 255, 73]
145;2222;20;51;[145, 255, 59, 0, 142, 255, 131, 255, 85, 255, 175, 1, 67, 29, 0, 174, 255, 73, 255, 51]
59;2224;14;174;[59, 0, 142, 255, 131, 255, 85, 255, 175, 1, 67, 29, 0, 174]
0;2236;8;39;[0, 174, 255, 73, 255, 51, 255, 39]
174;2237;7;39;[174, 255, 73, 255, 51, 255, 39]
255;2242;15;255;[255, 39, 47, 116, 142, 255, 131, 255, 35, 53, 217, 174, 255, 73, 255]
142;2246;18;142;[142, 255, 131, 255, 35, 53, 217, 174, 255, 73, 255, 143, 255, 145, 255, 59, 0, 142]
255;2247;16;0;[255, 131, 255, 35, 53, 217, 174, 255, 73, 255, 143, 255, 145, 255, 59, 0]
255;2247;6;217;[255, 131, 255, 35, 53, 217]
53;2251;9;145;[53, 217, 174, 255, 73, 255, 143, 255, 145]
59;2261;14;174;[59, 0, 142, 255, 131, 255, 85, 255, 175, 1, 67, 29, 0, 174]
255;2266;16;255;[255, 85, 255, 175, 1, 67, 29, 0, 174, 255, 73, 255, 55, 255, 113, 255]
55;2278;17;143;[55, 255, 113, 255, 179, 0, 142, 255, 131, 255, 123, 183, 174, 255, 73, 255, 143]
59;2298;14;174;[59, 0, 142, 255, 131, 255, 85, 255, 175, 1, 67, 29, 0, 174]
67;2344;11;159;[67, 29, 0, 221, 73, 255, 77, 255, 40, 166, 159]
59;2372;14;174;[59, 0, 142, 255, 131, 255, 85, 255, 175, 1, 67, 29, 0, 174]
145;2409;20;51;[145, 255, 59, 0, 142, 255, 131, 255, 85, 255, 175, 1, 67, 29, 0, 174, 255, 73, 255, 51]
59;2411;14;174;[59, 0, 142, 255, 131, 255, 85, 255, 175, 1, 67, 29, 0, 174]
0;2423;8;39;[0, 174, 255, 73, 255, 51, 255, 39]
174;2424;7;39;[174, 255, 73, 255, 51, 255, 39]
255;2429;15;255;[255, 39, 47, 116, 142, 255, 131, 255, 35, 53, 217, 174, 255, 73, 255]
142;2433;18;142;[142, 255, 131, 255, 35, 53, 217, 174, 255, 73, 255, 143, 255, 145, 255, 59, 0, 142]
255;2434;16;0;[255, 131, 255, 35, 53, 217, 174, 255, 73, 255, 143, 255, 145, 255, 59, 0]
255;2434;6;217;[255, 131, 255, 35, 53, 217]
53;2438;9;145;[53, 217, 174, 255, 73, 255, 143, 255, 145]
59;2448;14;174;[59, 0, 142, 255, 131, 255, 85, 255, 175, 1, 67, 29, 0, 174]
255;2453;16;255;[255, 85, 255, 175, 1, 67, 29, 0, 174, 255, 73, 255, 55, 255, 113, 255]
55;2465;17;143;[55, 255, 113, 255, 179, 0, 142, 255, 131, 255, 123, 183, 174, 255, 73, 255, 143]
59;2485;14;174;[59, 0, 142, 255, 131, 255, 85, 255, 175, 1, 67, 29, 0, 174]
36;2504;4;142;[36, 255, 107, 142]
142;2507;19;142;[142, 255, 131, 255, 89, 255, 217, 0, 174, 255, 73, 255, 143, 255, 145, 255, 59, 0, 142]
255;2508;17;0;[255, 131, 255, 89, 255, 217, 0, 174, 255, 73, 255, 143, 255, 145, 255, 59, 0]
255;2508;6;217;[255, 131, 255, 89, 255, 217]
59;2523;14;174;[59, 0, 142, 255, 131, 255, 85, 255, 175, 1, 67, 29, 0, 174]
67;2533;10;161;[67, 29, 0, 174, 255, 73, 255, 77, 255, 161]
59;2563;14;174;[59, 0, 142, 255, 131, 255, 85, 255, 175, 1, 67, 29, 0, 174]
145;2600;20;51;[145, 255, 59, 0, 142, 255, 131, 255, 85, 255, 175, 1, 67, 29, 0, 174, 255, 73, 255, 51]
59;2602;14;174;[59, 0, 142, 255, 131, 255, 85, 255, 175, 1, 67, 29, 0, 174]
0;2614;8;39;[0, 174, 255, 73, 255, 51, 255, 39]
174;2615;7;39;[174, 255, 73, 255, 51, 255, 39]
255;2620;15;255;[255, 39, 47, 116, 142, 255, 131, 255, 35, 53, 217, 174, 255, 73, 255]
142;2624;18;142;[142, 255, 131, 255, 35, 53, 217, 174, 255, 73, 255, 143, 255, 145, 255, 59, 0, 142]
255;2625;16;0;[255, 131, 255, 35, 53, 217, 174, 255, 73, 255, 143, 255, 145, 255, 59, 0]
255;2625;6;217;[255, 131, 255, 35, 53, 217]
53;2629;9;145;[53, 217, 174, 255, 73, 255, 143, 255, 145]
59;2639;14;174;[59, 0, 142, 255, 131, 255, 85, 255, 175, 1, 67, 29, 0, 174]
255;2644;16;255;[255, 85, 255, 175, 1, 67, 29, 0, 174, 255, 73, 255, 55, 255, 113, 255]
55;2656;17;143;[55, 255, 113, 255, 179, 0, 142, 255, 131, 255, 123, 183, 174, 255, 73, 255, 143]
59;2676;14;174;[59, 0, 142, 255, 131, 255, 85, 255, 175, 1, 67, 29, 0, 174]
36;2695;4;142;[36, 255, 107, 142]
142;2698;19;142;[142, 255, 131, 255, 89, 255, 217, 0, 174, 255, 73, 255, 143, 255, 145, 255, 59, 0, 142]
255;2699;17;0;[255, 131, 255, 89, 255, 217, 0, 174, 255, 73, 255, 143, 255, 145, 255, 59, 0]
255;2699;6;217;[255, 131, 255, 89, 255, 217]
